Recovery Reconciliation Logs - 2026-04-15T14:33:43.917Z
Mode: LIVE

[SUCCESS] CC: 4594 | Receivable: 12975 | DB Total: 12975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5723 | Receivable: 13991 | DB Total: 13991 | Match: (EXACT MATCH)
[SUCCESS] CC: 7103 | Receivable: 13975 | DB Total: 12975 | Match: (LATE FEE MATCH)
[SUCCESS] CC: 7296 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7603 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7693 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7725 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 5428 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5447 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5530 | Receivable: 10532 | DB Total: 10532 | Match: (EXACT MATCH)
[MISSING] CC: 5553 | Receivable: 18975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 5675 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5802 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6131 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6288 | Receivable: 14975 | DB Sum: 29950 | Diff: -14975
[MISSING] CC: 6356 | Receivable: 12575 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 6391 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6540 | Receivable: 16975 | DB Sum: 33950 | Diff: -16975
[SUCCESS] CC: 6572 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7227 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7260 | Receivable: 15324 | DB Total: 15324 | Match: (EXACT MATCH)
[SUCCESS] CC: 7285 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7298 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7315 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7350 | Receivable: 15975 | DB Total: 15975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7594 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7628 | Receivable: 11575 | DB Total: 11575 | Match: (EXACT MATCH)
[MISMATCH] CC: 3851 | Receivable: 39950 | DB Sum: 19975 | Diff: 19975
[SUCCESS] CC: 3974 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 3980 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[SUCCESS] CC: 3992 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[MISMATCH] CC: 4053 | Receivable: 37950 | DB Sum: 18975 | Diff: 18975
[MISSING] CC: 4074 | Receivable: 18975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 4228 | Receivable: 5993 | DB Total: 5993 | Match: (EXACT MATCH)
[MISMATCH] CC: 4334 | Receivable: 30420 | DB Sum: 15210 | Diff: 15210
[MISMATCH] CC: 4390 | Receivable: 18975 | DB Sum: 75900 | Diff: -56925
[MISMATCH] CC: 4445 | Receivable: 39950 | DB Sum: 19975 | Diff: 19975
[SUCCESS] CC: 4917 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5117 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[MISMATCH] CC: 5227 | Receivable: 37950 | DB Sum: 18975 | Diff: 18975
[SUCCESS] CC: 5493 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5643 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6617 | Receivable: 41950 | DB Sum: 20975 | Diff: 20975
[SUCCESS] CC: 6659 | Receivable: 20975 | DB Total: 20975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6787 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7045 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7220 | Receivable: 41950 | DB Sum: 20975 | Diff: 20975
[SUCCESS] CC: 7248 | Receivable: 21975 | DB Total: 21975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7254 | Receivable: 20975 | DB Total: 20975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7266 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7276 | Receivable: 39950 | DB Sum: 19975 | Diff: 19975
[SUCCESS] CC: 7312 | Receivable: 21975 | DB Total: 21975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7334 | Receivable: 21975 | DB Total: 21975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7639 | Receivable: 43150 | DB Sum: 21575 | Diff: 21575
[MISMATCH] CC: 7692 | Receivable: 39150 | DB Sum: 19575 | Diff: 19575
[SUCCESS] CC: 3518 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[SUCCESS] CC: 3486 | Receivable: 7490 | DB Total: 7490 | Match: (EXACT MATCH)
[MISMATCH] CC: 3475 | Receivable: 39950 | DB Sum: 19975 | Diff: 19975
[MISSING] CC: 3669 | Receivable: 21975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 3717 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 3758 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[SUCCESS] CC: 3819 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 3807 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 3868 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[MISMATCH] CC: 4411 | Receivable: 37950 | DB Sum: 18975 | Diff: 18975
[MISMATCH] CC: 4660 | Receivable: 37950 | DB Sum: 18975 | Diff: 18975
[SUCCESS] CC: 4996 | Receivable: 18232 | DB Total: 18232 | Match: (EXACT MATCH)
[SUCCESS] CC: 5012 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5365 | Receivable: 21975 | DB Total: 21975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5781 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6306 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6326 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[MISMATCH] CC: 6437 | Receivable: 24575 | DB Sum: 49150 | Diff: -24575
[SUCCESS] CC: 6712 | Receivable: 20975 | DB Total: 20975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6750 | Receivable: 18975 | DB Total: 18975 | Match: (EXACT MATCH)
[SUCCESS] CC: 6962 | Receivable: 13950 | DB Total: 13950 | Match: (EXACT MATCH)
[SUCCESS] CC: 6966 | Receivable: 22975 | DB Total: 22975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7055 | Receivable: 23925 | DB Total: 23925 | Match: (EXACT MATCH)
[MISMATCH] CC: 7057 | Receivable: 43950 | DB Sum: 21975 | Diff: 21975
[SUCCESS] CC: 7081 | Receivable: 19975 | DB Total: 19975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7286 | Receivable: 41950 | DB Sum: 20975 | Diff: 20975
[MISSING] CC: 7371 | Receivable: 15975 | Reason: No fees found for 2026-04-01 or earlier.
[MISMATCH] CC: 7583 | Receivable: 10575 | DB Sum: 19575 | Diff: -9000
[SUCCESS] CC: 7702 | Receivable: 11975 | DB Total: 11975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7508 | Receivable: 2500 | DB Total: 2500 | Match: (EXACT MATCH)
[MISMATCH] CC: 7529 | Receivable: 40000 | DB Sum: 15000 | Diff: 25000
[MISMATCH] CC: 6287 | Receivable: 14975 | DB Sum: 29950 | Diff: -14975
[SUCCESS] CC: 6365 | Receivable: 10325 | DB Total: 10325 | Match: (EXACT MATCH)
[SUCCESS] CC: 6512 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISSING] CC: 6889 | Receivable: 17975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7010 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7019 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7270 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7299 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7556 | Receivable: 16175 | DB Sum: 16575 | Diff: -400
[SUCCESS] CC: 7659 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7421 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISMATCH] CC: 5542 | Receivable: 16975 | DB Sum: 33950 | Diff: -16975
[MISMATCH] CC: 7800 | Receivable: 13975 | DB Sum: 41925 | Diff: -27950
[SUCCESS] CC: 7807 | Receivable: 22575 | DB Total: 22575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7808 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7809 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7812 | Receivable: 17575 | DB Total: 17575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7811 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7783 | Receivable: 10975 | DB Total: 10975 | Match: (EXACT MATCH)
[SUCCESS] CC: 4915 | Receivable: 14025 | DB Total: 14025 | Match: (EXACT MATCH)
[MISMATCH] CC: 5078 | Receivable: 14975 | DB Sum: 29950 | Diff: -14975
[SUCCESS] CC: 5372 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5385 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[MISMATCH] CC: 4846 | Receivable: 0 | DB Sum: 71911 | Diff: -71911
[SUCCESS] CC: 5195 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISSING] CC: 5560 | Receivable: 16975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 5108 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5359 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5382 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 5343 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7789 | Receivable: 18975 | DB Sum: 56925 | Diff: -37950
[MISMATCH] CC: 7768 | Receivable: 20575 | DB Sum: 60525 | Diff: -39950
[SUCCESS] CC: 7802 | Receivable: 20975 | DB Total: 20975 | Match: (EXACT MATCH)
[MISSING] CC: 7788 | Receivable: 19975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7784 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7769 | Receivable: 18575 | DB Total: 18575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7804 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7797 | Receivable: 6191 | DB Total: 6191 | Match: (EXACT MATCH)
[SUCCESS] CC: 7803 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[MISSING] CC: 7787 | Receivable: 12975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7813 | Receivable: 15000 | DB Total: 15000 | Match: (EXACT MATCH)
[MISMATCH] CC: 5346 | Receivable: 28292 | DB Sum: 56584 | Diff: -28292
[MISSING] CC: 7817 | Receivable: 23575 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7818 | Receivable: 23500 | DB Total: 23500 | Match: (EXACT MATCH)
[SUCCESS] CC: 7822 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7823 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7780 | Receivable: 13575 | DB Total: 13575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7779 | Receivable: 13575 | DB Total: 13575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7775 | Receivable: 15575 | DB Total: 15575 | Match: (EXACT MATCH)
[MISMATCH] CC: 7830 | Receivable: 18575 | DB Sum: 37150 | Diff: -18575
[MISMATCH] CC: 7829 | Receivable: 18575 | DB Sum: 37150 | Diff: -18575
[SUCCESS] CC: 7831 | Receivable: 11820 | DB Total: 11820 | Match: (EXACT MATCH)
[SUCCESS] CC: 7832 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7833 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7751 | Receivable: 16975 | DB Total: 16975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7835 | Receivable: 33571 | DB Sum: 3571 | Diff: 30000
[SUCCESS] CC: 7837 | Receivable: 18575 | DB Total: 18575 | Match: (EXACT MATCH)
[MISMATCH] CC: 7842 | Receivable: 19095 | DB Sum: 32670 | Diff: -13575
[SUCCESS] CC: 7844 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7846 | Receivable: 17975 | DB Total: 17975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7848 | Receivable: 17575 | DB Total: 17575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7849 | Receivable: 16575 | DB Total: 16575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7856 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7857 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7858 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7859 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7862 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7872 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[MISMATCH] CC: 7874 | Receivable: 0 | DB Sum: 19975 | Diff: -19975
[SUCCESS] CC: 7880 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7881 | Receivable: 13975 | DB Total: 13975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7889 | Receivable: 54666 | DB Total: 54666 | Match: (EXACT MATCH)
[MISSING] CC: 7899 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7904 | Receivable: 19975 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7905 | Receivable: 19975 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7906 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7910 | Receivable: 45950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7911 | Receivable: 43950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7912 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7915 | Receivable: 19950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7914 | Receivable: 19975 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7916 | Receivable: 172600 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7917 | Receivable: 47950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7918 | Receivable: 39975 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7665 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISMATCH] CC: 7608 | Receivable: 10575 | DB Sum: 21150 | Diff: -10575
[SUCCESS] CC: 7620 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7631 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7649 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7701 | Receivable: 10575 | DB Total: 10575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7721 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7738 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7739 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7746 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7747 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7753 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7614 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7626 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7700 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7730 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7748 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISSING] CC: 7754 | Receivable: 14575 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7596 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7689 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7600 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7641 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7607 | Receivable: 11575 | DB Total: 11575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7647 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7606 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7819 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7798 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7790 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7770 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7764 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISSING] CC: 7766 | Receivable: 14575 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7765 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7767 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7799 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISMATCH] CC: 7821 | Receivable: 14575 | DB Sum: 29150 | Diff: -14575
[SUCCESS] CC: 7827 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7828 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7834 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7773 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7847 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7852 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7855 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISMATCH] CC: 7876 | Receivable: 0 | DB Sum: 14975 | Diff: -14975
[MISMATCH] CC: 7877 | Receivable: 0 | DB Sum: 14975 | Diff: -14975
[SUCCESS] CC: 7878 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7879 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7884 | Receivable: 24962 | DB Total: 24962 | Match: (EXACT MATCH)
[SUCCESS] CC: 7885 | Receivable: 24962 | DB Total: 24962 | Match: (EXACT MATCH)
[MISMATCH] CC: 7887 | Receivable: 24962 | DB Sum: 49924 | Diff: -24962
[MISMATCH] CC: 7891 | Receivable: 54925 | DB Sum: 14975 | Diff: 39950
[SUCCESS] CC: 7900 | Receivable: 30000 | DB Total: 30000 | Match: (EXACT MATCH)
[MISSING] CC: 7901 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7902 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7907 | Receivable: 40000 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7913 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7909 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7908 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7665 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISMATCH] CC: 7608 | Receivable: 10575 | DB Sum: 21150 | Diff: -10575
[SUCCESS] CC: 7620 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7631 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7649 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7701 | Receivable: 10575 | DB Total: 10575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7721 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7738 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7739 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7746 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7747 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7753 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7614 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7626 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7700 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7730 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7748 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISSING] CC: 7754 | Receivable: 14575 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7596 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7689 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7600 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7641 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7607 | Receivable: 11575 | DB Total: 11575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7647 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7606 | Receivable: 12575 | DB Total: 12575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7819 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7798 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7790 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7770 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7764 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISSING] CC: 7766 | Receivable: 14575 | Reason: No fees found for 2026-04-01 or earlier.
[SUCCESS] CC: 7765 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7767 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7799 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISMATCH] CC: 7821 | Receivable: 14575 | DB Sum: 29150 | Diff: -14575
[SUCCESS] CC: 7827 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7828 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7834 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7773 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7847 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7852 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[SUCCESS] CC: 7855 | Receivable: 14575 | DB Total: 14575 | Match: (EXACT MATCH)
[MISMATCH] CC: 7876 | Receivable: 0 | DB Sum: 14975 | Diff: -14975
[MISMATCH] CC: 7877 | Receivable: 0 | DB Sum: 14975 | Diff: -14975
[SUCCESS] CC: 7878 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7879 | Receivable: 14975 | DB Total: 14975 | Match: (EXACT MATCH)
[SUCCESS] CC: 7884 | Receivable: 24962 | DB Total: 24962 | Match: (EXACT MATCH)
[SUCCESS] CC: 7885 | Receivable: 24962 | DB Total: 24962 | Match: (EXACT MATCH)
[MISMATCH] CC: 7887 | Receivable: 24962 | DB Sum: 49924 | Diff: -24962
[MISMATCH] CC: 7891 | Receivable: 54925 | DB Sum: 14975 | Diff: 39950
[SUCCESS] CC: 7900 | Receivable: 30000 | DB Total: 30000 | Match: (EXACT MATCH)
[MISSING] CC: 7901 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7902 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7907 | Receivable: 40000 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7913 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7909 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.
[MISSING] CC: 7908 | Receivable: 39950 | Reason: No fees found for 2026-04-01 or earlier.

--- PROGRESS SUMMARY ---
Total Records: 849
Exact Matches: 648
Late Fee Matches: 2
Mismatches: 119
Missing Fees: 79
------------------------
